at,score,content
2019-02-15 19:55:37,2,"The app is actually one of the better freight apps. the pricing is often low. this is a spot market, yet broker trys to pay standard lane rates. which of course don't apply on p/u freight."
2019-02-15 18:07:54,1,"When the app works it works well, easy to search for and book loads, the support staff is always helpful and easy to reach. The only reason I don't give it 5 stars is because their system repeatedly changes my account status to intrastate carrier and locks me out of the app until I call and get a human to fix it. I have had this problem for months and 5 times in the last 24 hours. This problem makes the app nearly unusable. Also, need to be able to limit deadhead miles when searching for loads.."
2019-02-15 11:50:16,4,easy peasy
2019-02-14 20:03:33,3,Need to allow cash advancement other than that good stuff Drivers
2019-02-14 19:37:34,4,"The document upload is poor, sometimes won't load."
2019-02-14 18:22:10,1,"since the last update I haven't able to see loads, it's getting annoying now"
2019-02-14 18:17:56,5,wow
2019-02-14 17:22:06,5,"Push, Confirm, & Ure Booked!"
2019-02-14 17:02:36,5,great
2019-02-14 16:56:10,5,Good
2019-02-14 16:08:12,4,good
2019-02-14 15:08:40,5,good app
2019-02-14 13:35:44,1,"always under pay , dont have enough freight, even if u have a reefer trailer if they say van they mean it."
2019-02-14 04:40:19,3,good
2019-02-14 02:51:15,5,get the jobs faster
2019-02-14 01:45:16,5,awesome
2019-02-14 01:35:48,4,good
2019-02-14 00:39:15,5,it's a pleasure to do business together
2019-02-13 22:10:41,5,that is great app i love it
2019-02-13 21:58:25,4,great to work with!
2019-02-13 21:09:25,3,good loads but the rates are to low
2019-02-13 20:58:28,5,Good
2019-02-13 19:23:06,5,10 with uber freight
2019-02-13 18:39:30,4,""" DC,"
2019-02-13 18:16:27,5,no lies no surprises great app
2019-02-13 18:02:05,4,satisfied
2019-02-10 18:30:11,1,Lol this is not a taxi the rate is soooo cheap uber is legal online thief.
2019-02-07 12:48:01,1,can't bid on loads
2019-02-06 22:11:32,2,really hard to get detention time pay
2019-02-01 20:58:34,1,not working as I was an uber driver they won't let me sign in. and the reason I left uber is because as a driver don't feel secure with them any false accusations they end up deactivate your account for a while I don't recommend uber for anyone till they fix this issues of kissing customers asses
2019-01-31 20:37:32,1,doesnt work
2019-01-31 05:17:38,5,"SAY NO TO UBER. ALL DIGITAL BROKERS NEED TO GO OUT OF TRUCKING. STOP USING THEM IF YOU WANNA SURVIVE. things changed, uber showing its true face. Bad customer service, they have dropped the rates. they are the cause for damaging trucking industry. they are keeping their profits by harming trucking companies."
2019-01-26 23:37:43,4,So far good. But i would like to see something that would allow me to bid on the load. Vs uber freight just having a fixed rate per load.
2019-01-24 05:57:04,1,I was a partner with them for more them a year and a half ... and then sudenly with no logical explination they deactivated my account for fake incidents reports .this app is fake and false and needs to be deleted for the best of our community's local business standing .. my company will never partner with this kinda of MF fake tech company! your fake engineers are sucks as hell and need to be fired for good !
2019-01-22 21:42:17,1,"i analyzed this ubber freight and notice it has the lowest rates in the market, not good for owner operators or small companies. as a owner oparator i recommend to stay away from them"
2019-01-18 15:51:04,3,"Uber, please keep the rates visible to all- because some horrible brokers WILL rebroker it, after skimming some off the top. And dispatchers will want to hide the rate so they can low ball their drivers."
2019-01-17 13:53:46,1,Someone is using my phone number and I can't Sign up.
2019-01-16 22:18:06,1,The dumb app wont open
2019-01-12 01:09:07,1,it will not let me log in
2019-01-10 19:51:55,1,"Poor response time. Call center can’t answer questions & have to submit them to an Acct Mgr, responses can take days. Situations take time to explain and it’s a different person each call which means covering details repeatedly, call center can’t be on a call for more than 20mins then hang up leaving unresolved service when urgency is key! It’s shady to train staff to only help for 20mins, Uber blocks contact to Acct Mgr, approval of detention/overlays can take weeks in hopes you forget about it"
2019-01-01 17:35:58,3,I like the app mainly cause u doint have to talk to a lying aggravating broker except for detention u have to ck in 30min before it starts. I thought that is what the app was for was to track ur in an out times. so now uber is denying my detention request cause I didn't ck in even though the shipper gave me a in an out that matched the apps times.
2018-12-28 06:53:40,5,"I actually like love thus app(uber) I'm grateful, Ive been able to support my family, Company, and save a little extra...cant beat that...Thank you Uber!!!"
2018-12-28 00:48:14,1,Why there is no section Cargo Van
2018-12-26 20:07:07,3,you should let us upload the insurance certificate through the app.
2018-12-21 17:46:40,4,need to be able to bid on load what you got load posted as is what it goes for should be able to negociate
2018-12-21 15:24:30,1,Open operations in Mexico in 2017 but dont support a Mexican based company. Just unbealivable and maybe not legal. You cannot require DOT or MC to companies operate outside of US. I just going to contact tge media how publish the operations start news to ask if they know that? after give for free lots of marketing expose for non Mexican Companies
2018-12-21 12:38:34,4,they dont pay enough but then none of these companies pay us like we need to be paid these are facts
2018-12-20 20:23:53,5,good app
2018-12-19 01:50:59,1,"not good keep saying no load, better fix it for more truckers"
2018-12-18 15:14:17,1,"well it used to be a lot of loads,but now its always saying no loads available regardless of where my Location is. so seems like uber freight is falling off"
2018-12-18 04:24:17,1,I used all the functions within the app and provided phone support with all the details of a bad pickup number and was denied detention time when it took 5 1/2 hours to pick up 5 pallets and the error was on Uber Freights end. They took no responsibility and I had to wait until 9am eastern for account managers to begin their day before they would provide assistance. That still took 2 hours. I arrived at 7:30 for an 8am pick up and wasn't loaded until 12:15.
2018-12-17 22:49:08,2,Apps don't work we have to email POD and delays payments very inconvenient for the user to call and check for the status of payment...
2018-12-16 03:13:59,1,Just another program for big rig freight jockeys Typical of uber though
2018-12-13 15:52:57,3,Good app. Good rates. Need a way to set deadhead mileage limit
2018-12-12 03:17:42,1,I drive a truck. I dont have time to be messing with an app that don't work right. It dont register when i arrive at a shipper or consignee there always sending disturbing texts when im trying to navigate through traffic asking what my status is.... Hey uber we drive trucks. Chill on the text messages. Fix your app its total junk!!
2018-12-10 23:50:42,1,"Every couple of months, I get error messages with the app...I uninstall, reinstall, and try again, but I keep getting errors...This is holding me a from booking freight. Waste of time."
2018-12-09 13:11:29,3,Too frequently needs to be uninstalled and reinstalled to be able to see loads available.
2018-12-09 03:55:31,4,Good app. State of the Art. You can book load and reloads in seconds. Customer service or live person not so good. Maybe to discourage drivers to not call and instead use the App more.
2018-12-07 03:38:02,1,Trying to sign in and I can't. Uber send me a load board and I do not see any thing good leaving from El Paso
2018-12-06 02:02:34,1,Another business for Uber to destroy
2018-12-05 13:41:37,4,Helpful
2018-12-03 23:03:24,2,Cant even make an account because I have a uber account and dont have 2 phone's
2018-12-03 14:56:04,5,I recomend this app very ise to use
2018-12-01 21:05:48,2,An error msg appears every time I try to upload it
2018-11-30 16:01:42,2,Do something we can communicate not calling all the time
2018-11-30 15:00:17,1,It sucks
2018-11-26 08:33:11,3,How can I sign up using the same account phone and email I use for regular Uber? It won't let me use any of my previous emails associated with Uver either. So basically I can't login or sign up.
2018-11-16 00:34:21,3,I don't know who thought it would be a good idea to update the APP so that now you must select your trailer type over and over and over again but they were wrong...
2018-11-15 01:16:20,5,Do does this work is there a uber freight driver app... Howes this work
2018-11-14 17:02:23,1,Wouldn't let me make my account says it has both my email accounts already
2018-11-13 21:23:41,1,Won't let me to set a password and login
2018-11-09 18:00:58,5,It's great
2018-11-09 13:23:30,1,I think the rates are ridiculous real cheap never seen nothing we're falling if you're hauling for these rates your must be out of your mind
2018-11-09 05:33:14,4,Now ok..!
2018-11-08 20:14:50,1,"Its been useless to me for a long time, it tells me there is an update and I have uninstalled and re-installed several times but for some reason it always puts same version on my phone then it gives me the same message not supporting my version. I just dont have time to fool with it any longer"
2018-11-06 14:56:24,1,Set up is horrible
2018-11-03 21:28:54,4,I think this is a cool app! It's convenient and it's easy to use!!
2018-11-01 13:49:29,2,"This app is the center of this Business, therefore, can't let it with bugs. This app is having some serious issues. It needs to be fixed ASAP. This is my advice."
2018-11-01 01:49:02,4,Great app...has some work to do though.
2018-10-29 17:33:59,1,"I dont know but I cant see no load ,alway the app say no load math."
2018-10-29 10:55:51,5,UBER FREIGHT 24 carrier services is great. Always available and helpful
2018-10-28 15:31:16,4,Low rates. Should be able to bid
2018-10-27 14:18:26,3,"Since the new update it will not let you see any loads after you book a load, of the day of pick up or delivery."
2018-10-27 13:24:28,5,The best.. Makes my job easier
2018-10-27 07:32:20,5,Excelent easy and fast payment excelent rstes
2018-10-27 01:48:57,5,Great!!!
2018-10-26 22:28:36,5,It's the best ever
2018-10-26 20:07:30,1,The pay schedule is terrible
2018-10-26 18:47:07,4,Would like to be able to customize recommendations. Don't need to see loads from areas I am not in. Recommended loads should be where the vehicle isatatthepresent time not the past.
2018-10-26 16:15:27,5,"Easy, fast payment 👍"
2018-10-26 15:48:04,5,The Uber Freight app works great
2018-10-26 15:39:43,4,The app is stable and has enough details to get the job done.
2018-10-26 15:36:33,5,This app is great i hope they add a detention button. That's all.
2018-10-26 15:35:35,5,Very easy to use app.
2018-10-26 15:29:57,3,The app is okay. Would like to see more reefer loads.
2018-10-26 15:15:11,5,Good job very happy with the app And teamwork Now we have to work on better rates and we have a 100% satisfaction
2018-10-26 15:12:38,4,Work's well.
2018-10-26 15:04:08,3,"Rates are always to low, never able to talk with anyone about the rates. When I do receive a call load is already booked"
2018-10-26 14:57:04,2,it's so much harder to find loads. it was easier before
2018-10-26 14:44:57,5,It is easy to use.... thumps up...
2018-10-26 14:40:30,5,The app is great thank you
2018-10-26 14:38:50,3,"The app is good,only thing you need to add is ""Bid option""."
2018-10-26 14:33:29,3,Was good when I first started. Now sucks like rest. Uber not a fair company to the owner operator. Your time and efforts means nothing to Uber. Never call you back. As you see on reviews they only respond to good reviews. If you continue as you are you won't have to worry about dealing with trucks for long. They have to be loosing freight with the way they play with rates. Loads can't be getting picked up. Moving away from being a carrier for Uber.....
2018-10-26 14:33:28,5,"Very nice, I love it"
2018-10-26 14:32:55,3,Great app only missing bid option would give 5 star if i was able to bid on loads
2018-10-26 14:32:41,5,Pay more
2018-10-26 14:25:51,4,Good app
2018-10-26 14:25:16,5,absolutely wonderful
2018-10-26 14:24:33,5,"Great rates, great support."
2018-10-26 14:22:32,4,I like your jgles
2018-10-26 14:14:22,3,"App is fine, not many refrigerated loads (hence the 3 stars)"
2018-10-26 14:13:51,5,Great app and company
2018-10-26 14:12:25,5,Great
2018-10-26 14:10:07,3,"App is getting better but still far from been good. It would be helpful if you can add bid option, also if you allow to choose range from location you are serching from. And If you can add option to eather add some loads to favorite list or at least remove some loads from showing up if you have no interest in them. Prices on the load board went down lately but some times you can still get decent price on some."
2018-10-26 14:04:51,2,It would be good if we could bid on loads
2018-10-26 14:04:39,5,"Nice app to book loads, and quick upload BOLs after delivery"
2018-10-26 14:04:38,5,"This is a app easy to work with, I love it."
2018-10-25 16:34:35,2,"Simple interface, but no way to search specific lanes nor set a home location. When I set app I was in GA and it thinks I live there, no settings access to change it nor set up weight parameters."
2018-10-24 23:12:38,5,Highly advance Trucking business App with sufficient tools and room for improvement.
2018-10-23 21:53:19,5,Greatest
2018-10-19 06:09:38,5,Best App.
2018-10-16 09:46:02,5,Very good
2018-10-15 18:13:10,5,Rates depend on the market you are in. Fast paying most of the time i can depend on uber freight to get me out of slow area
2018-10-15 18:03:15,5,Keep up the good work... Thanks
2018-10-15 14:51:09,1,Can't log in and can't reset password with provided email link. Uber acknowledges that I have an account.
2018-10-12 19:31:29,1,"Will never use UberFreight booked a load with Matt Zeeman and Tom Kowlaski, when got to pick up they cancelled and never paid TONU"
2018-10-11 16:06:17,5,Uber Freight is years ahead of the game.
2018-10-04 22:10:07,1,Insulting cheap freight.
2018-09-27 20:41:20,2,There is no option to bid. You can only instantly book the loads. If you want different rate you have to contact.
2018-09-26 18:03:16,3,O.k. thanks
2018-09-26 13:36:42,3,that last updated is bad!! I have to change my search setting and trailer type everytime I'm looking for a load!!
2018-09-24 09:54:45,1,"Heavy loads and cheap. Using chrobinson lately, same rates but have a lot of light loads to choose from"
2018-09-21 04:25:41,4,Good work
2018-09-17 03:20:03,1,It freezes up to old locations
2018-09-11 03:48:08,1,You suck
2018-08-30 16:03:06,1,"App sux, cheap loads..enough said"
2018-08-27 05:47:21,1,I think it's a shame that you cannot get no support after 5 in the afternoon when you are trying to book a load I think this is a horrible horrible app that y'all need to completely go back and redo
2018-08-26 12:12:14,1,"They have some of the heaviest freight available. 45,000lbs plus"
2018-08-23 07:07:51,4,I think it should have a negotiation capability
2018-08-23 02:27:52,5,"Great app, very good and handy for my business."
2018-08-22 23:58:19,5,The best app
2018-08-10 01:18:09,2,"They are scammers , they will pay you more sometimes until they get you 
bait. When you bait they will use lots of tricks to control you in very 
rude and arrogant manner. Detention is paid but my gross is less, because 
more loads give more money not waisted day in detention."
2018-07-30 19:11:29,5,The best
2018-07-21 18:19:00,4,"Pretty Good freight, remember the shippers and receivers are slow Uber is 
just the broker, give them a chance. Im enjoying it."
2018-07-21 04:03:50,1,"First time using it. They are a bunch of tech people that know nothing 
about freight (everyone starts somewhere) everything is slow. Always ""ok 
I'll send it over and we might let you know"" I've been sitting on a load 
that was rejected because I the union receiver said ""I wasnt hired to do 
manual labor"". 3 pallets tipped and he rejected the load of water. Nothing 
wrong just needs restacked. I have now been sitting for 12 hours waiting on 
uber to decide what they want to do with the load. I call every 30mins to 
ask your. And same thing ""we sent it waiting""...I wont waste my time ever 
again. End up being sick up here all weekend Losing money"
2018-07-14 14:58:38,1,Doesn't work for box trucks gvwr 10000-12000 lbs
2018-07-10 07:14:15,1,Hell no don't waste your time .you gonna loose a lot.
2018-07-02 03:44:51,1,"Want to work free or for pennies then this is your app only low lifes that 
have no business use this!"
2018-06-26 19:15:58,4,"I go to the same places CH Robinson (CH Sarvation) sent me but Uber pays 
more, in some cases a lot more. They have also made good on the detention 
so far. The app is still a little buggy and we need to override the GPS as 
the pin is located at the front door, not the loading dock. I'm making 
money so I don't have any complaints, but we will see if they can keep it 
up."
2018-06-21 14:40:34,4,"Like the app. Suggestion....... Instead of taking a picture of the bol's 
Why can't we upload a PDF?"
2018-06-20 18:18:04,1,Dont waste your time. You cant get paid. I want my money uber.
2018-06-16 20:05:23,5,"Amazing, this will weed out those brokers who profit on nothing and under 
pay the carriers!"
2018-06-14 05:10:52,1,"Dont sign up unless you are dumb enough to except cheap pay and slavery!!! 
They are the worst!!! They pay like you are driving a freaking car not a 
semi truck that actually requires hard work... uber been a scam and will 
stay a scam."
2018-06-08 15:06:35,5,I think this app is cool
2018-06-05 22:20:40,1,"Looks like they pay the same as Uber x. But if I have air conditioning in 
the van and leather seats in the truck will they pay more?"
2018-05-21 03:29:32,4,Had no problems so far good customer service and easy to use
2018-05-11 12:29:36,3,"For you guys saying that you can't enter your equipment type... you have to 
enter it through your browser on your phone or computer... not through the 
app."
2018-05-11 10:51:33,1,uber is cheap .
2018-05-09 03:48:53,1,Fake company. Don't work with them if u r not a cheap labor
2018-05-05 18:56:26,2,Can not select trailer size. Please fix
2018-05-03 23:51:21,1,"Its like uber X.worthless no money at all if you want to work for free go 
to uber"
2018-05-03 02:01:51,1,Won't let me enter equipment type in setup
2018-04-15 14:55:06,1,"Tried to sign up and won't take any trailer type. I selected them all and 
nothing happened and signup wouldn't complete. Seems like a waste of time 
so it's uninstalled."
2018-04-03 15:09:11,1,Worst Brokrage they never make appointments for deliveries or pickup
2018-04-03 13:13:37,1,Put in all info needed but trailer size and type would not accept it the other thing is there's no way to contact these people for help you go to contacts and it tells you that there is no page for contact you think if they wanted to do business they would put an app on here that actually works
2018-03-28 23:27:47,3,Apps is hangs on sometime.
2018-03-25 14:56:14,3,"Its a good app and idea, You can book a load anytime, anyday. The rate are like CHRob, or TQL. I use this app for last obtion only. Once you setup your account dont let you change what you do, am trying to change the payment meth... and i cant do it by my self, dont let you negociate rates like JBHunt 360. Fix that and you will have more truckers coming..."
2018-03-24 01:15:06,5,Awesome app
2018-03-20 17:38:03,1,This app dont let me enter (select trailer)**&&&%%$$###@##$%%&
2018-03-20 02:25:46,1,Uninstalling. Don't waste your time
2018-03-19 23:24:14,1,Been about 10 days after aproval and can't log in. Waste of time.
2018-03-13 13:38:04,1,Very bad prices on the loads.no its very very bad prices.
2018-02-27 19:03:45,1,Won't let me on at all. Keeps sending me in circles.
2018-02-05 02:26:21,5,Great
2018-01-24 00:48:32,1,The app freezes.  Doesn't work at all!
2018-01-20 22:42:56,1,I own 3 trucks. One that I personally drive. They won't let me sign up it.  Uber only cares about Uber
2018-01-07 16:34:02,1,Cheap
2017-12-14 05:34:15,1,One word-JUNK
2017-12-07 14:27:41,1,Why give a flatbed option if you don't let flatbeds join waist of time worthless
2017-12-04 02:54:30,1,Uber only cares about Uber.
2017-11-30 20:52:55,5,"Great app, I wish it had dead head miles"
2017-11-09 04:08:46,1,Gave a 1 star because I can't even use their service. They need to be more upfront about who can use it so someone like me who hauls flatbed won't waste their time downloading their app.
2017-11-08 15:32:07,1,WELL THE RATES ARE BASED OFF THE IDIOT TRUCK DRIVERS! WHO ONLY KNOW HOW TO DRIVE AND NOT RUN A BUSINESS! 1-3 TRUCK FLEET MAKE UP INDUSTRY  TRYING PAY THE BILLS. SO APPS LIKE THIS ARE GOOD PIMPING TOOLS. RATES ARE LOWER THAN CONVOY AS OF NOW APP WISE CONVOY IS WINNING! HIGER RATES AS OF NOW WILL LEAD THE WAY OTHERWISE DUMB DRIVERS THE RATES ARE BASED OFF  YOUR MATH JUST BECAUSE YOU CAN COOK A GOOD STEAK DON'T MEAN YOU CAN RUN A STAKEHOUSE!
2017-11-08 08:43:04,5,Nice and awesome  setups
2017-11-04 20:17:51,5,I love it
2017-10-29 10:45:04,1,Very bad
2017-10-21 00:29:25,4,I will give you five stars if you had how to add a driver and assign a load
2017-10-16 13:59:39,1,It's a spam
2017-10-12 18:13:43,5,The best one I  have used.
2017-09-28 19:18:20,4,Been getting good paying loads from this app. Uber seems to be more squared away and organized compared to traditional brokers...I get 98% of my loads from Uber now.
2017-09-23 14:37:21,1,Junk
2017-09-13 23:56:03,4,Nice
2017-09-01 16:46:09,1,Garbo
2017-09-01 04:15:36,5,Great
2017-08-31 03:54:56,3,"When Uber freight activates their MC to become a motor carrier and have all owner operators lease onto them, will the load payments for the independents go down? Thats how it always goes in this industry."
2017-08-21 15:19:29,5,Awesome company awesome innovative people awesome opportunity to be own boss lets kick ass of all motherf*cking transport companies.
2017-08-14 03:37:36,5,This app is great. Don't have to waste time calling brokers. I also use a factoring  company  and they have paid within the 7 days. Wish they would pay sooner  so I would have to use a factoring  company.
2017-08-13 02:32:28,1,I think it's a waste of time i tried signing up and it rejected me
2017-08-12 04:44:55,1,Sucks
2017-07-24 20:24:19,1,Honestly expected more. Low pay and heavy loads (40-45k). I could easily get higher pay using other load boards. Also very little loads available.
2017-07-14 22:10:22,1,Evil company.  They have room full of economists sitting in their office coming up with new ways to screw drivers from every way possible.  They shouldn't be allowed to dominate the market like they did with taxi industry.
2017-07-01 20:08:25,5,Great app Great brokers
2017-06-29 20:46:55,5,Great infomation
2017-06-26 21:54:30,1,"If you liked getting screwed byTQL,  You'll LOVE ❤ pulling for Uber Freight"
2017-06-26 21:40:58,1,You are required to have a sales call before you can use it and the pricing is NOT competitive.
2017-06-21 19:14:16,1,"I signed up for this service and have yet to receive some sort of login or instructions to be able to look for loads, but that's ok because I don't want cheap freight ether way (according to other drivers who've used the app)"
2017-06-20 12:51:10,1,"Very low rates and high percentage, stay away. Ripoff scammers."
2017-06-17 11:17:50,1,"I'm a truck driver and this is the worst load board I ever seen! The rates are low, witch Uber claims the rates would be higher because of low overhead. A little to no loads in the locations I delivered to (NC, GA, SC, VA). These are great states for loads. The app is nice and it stops right there. Don't waste your time."
2017-06-05 20:25:26,1,Scam
2017-06-05 09:18:33,1,Scam
2017-06-03 10:09:47,1,Scam
2017-06-02 23:59:58,1,don't do business through this company. they knowingly and deceitfully will cheat in every way possible.
2017-05-26 11:51:03,5,Is the best this way Vroker s not still more $$$for TRUCKING company
2017-05-26 00:48:01,1,Installed then uninstalled
2017-05-24 23:59:51,1,It's no good if your not a Van.  They only want vans.  Total waste of time
2017-05-21 23:47:29,5,Nice perfet
2017-05-21 10:43:52,5,"For those of you who gave this app 3 stars or less I have some news for you, this app was designed for owner operator truck drivers who posess a Class A commercial driver's license. This application was not designed for people who have regular personal drivers licenses that includes drivers who pick up passengers through the Uber app, drivers who deliver food via Uber Eats, or any other person who does not possess a commercial Class A drivers license in their respective state. Do not brash and specific app for being a specific app this app was designed with the truck driver in mind. So quit complaining!"
2017-05-19 23:55:05,5,I ship 400 loads per year. If love to try this. Let me in :)
2017-05-19 05:48:54,1,Do not trust this company
2017-05-18 18:05:28,2,Very slow download
2017-04-25 13:19:14,5,The only people who would be against this would be cut throat middle man brokers. The end of truck drivers loosing 40%-45% per load is coming to a end! Truckers now you won't have to be torn between if you can afford to get maintenance done on your equipment this week or pay to keep a roof over your families head. Make trucking profitable again for truckers Uber and you will have a VERY long life in this industry! We are rooting for you! ~Truck Drivers
2017-04-23 16:12:15,5,Revolutionary! In love it! Traditional trucking industry professionals need to embrace not hate.
2017-04-19 23:00:37,1,Go to hell uber
2017-04-19 21:49:02,5,Free market wins again
2017-04-18 23:02:59,5,Seems to work as expected.
2017-04-18 23:02:29,5,Works well. All I need is a truck.
2017-04-12 11:52:43,1,sucks!
2017-04-05 00:32:47,5,Big boy toyz
2017-04-01 16:39:15,5,Love it
2017-03-31 18:29:25,1,this app sucks
2017-03-30 07:15:10,1,Useless app
2017-03-26 10:44:49,1,Complete waste of time!!
2017-03-23 18:13:10,1,Can't login
2017-03-13 05:52:29,5,Ok
2017-03-10 21:08:29,5,Amazing app! Great user interface!! Highly recommend
